DirectoryNames,Contexts,ContextSizes,QueryNames,QueryTimes
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),10907993
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1656001
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1171819
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1409382
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1620683
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1458283
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1362291
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1351425
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1587177
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1911374
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1673810
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1352934
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1435342
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1220720
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),820756
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),788457
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),765214
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1023002
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1383422
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1331502
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1613439
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1034774
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1292562
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1336029
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1615853
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1891149
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1443794
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1247887
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1556992
leisample1,http://onto.kul.pl/change/contextslice/,86,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1451039
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,2453212
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1466433
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1446209
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1565443
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1724825
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1298600
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1263282
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1827155
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1448322
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1442284
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1186609
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1106617
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1113862
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1098165
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1061639
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1198382
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1121710
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,3195484
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,3848104
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1624608
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1406665
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1402741
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1008211
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1343576
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1154311
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1090920
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1154612
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1885112
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1253320
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs whose legal name has (ever) changed,1694941
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,8143565
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1761350
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1238529
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1108730
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1095146
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1195061
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,964139
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1087599
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1437455
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1296184
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1218607
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1294072
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1182082
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1177553
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1267206
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1200797
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1076129
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,955687
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1702488
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1230983
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1048357
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,975006
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1014851
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,989798
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1121408
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1067375
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1034473
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1394289
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1022398
leisample1,http://onto.kul.pl/change/contextslice/,86,Find all LEs that never moved to another city,1198080
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,1301316
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,757064
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,668619
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,927312
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,675562
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,749819
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,680089
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,937274
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,790872
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,590135
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,394832
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,656243
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,1446510
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,679486
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,799324
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,702729
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,749517
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,707861
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,897126
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,892296
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,851545
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,4427976
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,750121
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,838867
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,773062
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,781514
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,814115
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,726575
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,688843
leisample1,http://onto.kul.pl/change/contextslice/,86,Count all changes of LEs,776986
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1649963
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1046245
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),937877
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1190232
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1070092
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1208948
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1007003
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1139218
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),979836
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1032057
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),752234
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),796003
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1048660
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1074922
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1098768
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1138010
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1058621
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),971383
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1065564
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),11383120
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),968063
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),577457
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),507728
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),577759
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),562968
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),524028
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),514972
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),529160
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),555120
leisample1,http://onto.kul.pl/change/history/,87,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),495352
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1238228
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1767085
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1537974
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1333917
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1320635
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1253320
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1044735
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1218607
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1470660
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,2489133
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1345991
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1224040
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1394591
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1336936
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1211060
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1168800
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1229776
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1315504
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1382214
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1496317
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1216795
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1279885
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1466735
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1292864
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1202306
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1442285
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1280186
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,10821964
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1163970
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs whose legal name has (ever) changed,1031152
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1224644
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1008814
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1184195
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,972289
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,871770
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,712992
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,732010
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,791173
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,853960
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,864827
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,928821
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1159744
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1081864
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,866337
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,802343
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,781515
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,766421
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,784533
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,867544
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1010928
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,1102995
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,987080
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,888373
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,952970
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,841282
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,904673
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,876600
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,863620
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,895315
leisample1,http://onto.kul.pl/change/history/,87,Find all LEs that never moved to another city,796004
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,759177
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,509539
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,690353
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,707860
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,641149
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,631188
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,716313
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,593757
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,583494
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,626660
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,649904
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,719633
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,591343
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,578967
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,543649
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,625453
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,606738
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,559346
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,786344
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,815323
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,644470
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,565684
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,750423
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,604625
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,601002
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,555120
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,583495
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,571722
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,591343
leisample1,http://onto.kul.pl/change/history/,87,Count all changes of LEs,572627
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),1941258
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),988288
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),863620
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),876297
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),678882
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),734424
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),858488
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),886259
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),659865
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),945122
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),782721
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),700918
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),789966
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),673449
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),610964
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),906786
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),661978
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),909804
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),644470
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),930633
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),710879
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),690050
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),658356
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),762195
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),680693
leisample1,http://lei.info/gleio/,67,Find lei's legal name before 2016-09-23T10:20:13+05:30 (lei=549300U5FI25Y6MFOS85),666203
